lat,long
21.4295,106.0018
21.4295,106.0025
21.4295,106.0038
21.4295,106.0045
21.4295,106.0048
21.4295,106.0055
21.4295,106.0059
21.4295,106.0062
21.4295,106.0065
21.4295,106.0069
21.4295,106.0072
21.4295,106.0076
21.4295,106.0079
21.4295,106.0082
21.4295,106.0086
21.4295,106.0089
21.4295,106.0093
21.4295,106.0096
21.4295,106.0099
21.4295,106.0103
21.4295,106.0106
21.4295,106.0110
21.4295,106.0113
21.4295,106.0116
21.4295,106.0120
21.4295,106.0123
21.4295,106.0130
21.4295,106.0134
21.4295,106.0137
21.4295,106.0140
21.4295,106.0144
21.4295,106.0147
21.4295,106.0151
21.4295,106.0154
21.4295,106.0157
21.4295,106.0161
21.4295,106.0164
21.4295,106.0168
21.4295,106.0171
21.4295,106.0178
21.4295,106.0195
21.4295,106.0202
21.4295,106.0205
21.4295,106.0208
21.4295,106.0215
21.4295,106.0219
21.4295,106.0236
21.4295,106.0287
21.4295,106.0290
21.4295,106.0294
21.4295,106.0300
21.4295,106.0304
21.4295,106.0307
21.4295,106.0311
21.4295,106.0314
21.4295,106.0321
21.4295,106.0328
21.4295,106.0331
21.4295,106.0335
21.4295,106.0338
21.4295,106.0341
21.4295,106.0345
21.4295,106.0348
21.4295,106.0352
21.4295,106.0355
21.4295,106.0358
21.4295,106.0362
21.4295,106.0365
21.4295,106.0369
21.4295,106.0372
21.4295,106.0375
21.4295,106.0379
21.4295,106.0382
21.4295,106.0386
21.4295,106.0389
21.4295,106.0396
21.4295,106.0399
21.4295,106.0403
21.4295,106.0406
21.4295,106.0409
21.4295,106.0450
21.4295,106.0481
21.4295,106.0484
21.4295,106.0488
21.4295,106.0491
21.4295,106.0495
21.4295,106.0498
21.4295,106.0501
21.4295,106.0505
21.4295,106.0508
21.4295,106.0512
21.4295,106.0515
21.4295,106.0519
21.4295,106.0522
21.4295,106.0525
21.4295,106.0529
21.4295,106.0532
21.4295,106.0536
21.4295,106.0539
21.4295,106.0542
21.4295,106.0546
21.4295,106.0549
21.4295,106.0553
21.4295,106.0556
21.4295,106.0559
21.4295,106.0563
21.4295,106.0566
21.4295,106.0570
21.4295,106.0573
21.4295,106.0576
21.4295,106.0580
21.4295,106.0583
21.4295,106.0587
21.4295,106.0590
21.4295,106.0593
21.4295,106.0597
21.4295,106.0600
21.4295,106.0604
21.4295,106.0607
21.4295,106.0611
21.4295,106.0614
21.4295,106.0617
21.4295,106.0621
21.4295,106.0624
21.4295,106.0628
21.4295,106.0631
21.4295,106.0634
21.4295,106.0638
21.4295,106.0641
21.4295,106.0645
21.4295,106.0648
21.4295,106.0651
21.4295,106.0655
21.4295,106.0658
21.4295,106.0662
21.4295,106.0665
21.4295,106.0668
21.4295,106.0672
21.4295,106.0675
21.4295,106.0679
21.4295,106.0685
21.4295,106.0689
21.4295,106.0692
21.4295,106.0696
21.4295,106.0699
21.4295,106.0706
21.4295,106.0709
21.4295,106.0713
21.4295,106.0716
21.4295,106.0723
21.4295,106.0726
21.4295,106.0730
21.4295,106.0733
21.4295,106.0737
21.4295,106.0740
21.4295,106.0743
21.4295,106.0747
21.4295,106.0750
21.4295,106.0754
21.4295,106.0757
21.4295,106.0760
21.4295,106.0764
21.4295,106.0774
21.4295,106.0777
21.4295,106.0781
21.4295,106.0784
21.4295,106.0788
21.4295,106.0791
21.4295,106.0794
21.4295,106.0798
21.4295,106.0801
21.4295,106.0805
21.4295,106.0808
21.4295,106.0815
21.4295,106.0818
21.4295,106.0822
21.4295,106.0825
21.4295,106.0829
21.4295,106.0832
21.4295,106.0866
21.4295,106.0869
21.4295,106.0873
21.4295,106.0876
21.4295,106.0880
21.4295,106.0883
21.4295,106.0886
21.4295,106.0890
21.4295,106.0893
21.4295,106.0897
21.4295,106.0900
21.4295,106.0903
21.4295,106.0907
21.4295,106.0910
21.4295,106.0914
21.4295,106.0917
21.4295,106.0921
21.4295,106.0924
21.4295,106.0927
21.4295,106.0931
21.4295,106.0934
21.4295,106.0938
21.4295,106.0941
21.4295,106.0944
21.4295,106.0948
21.4295,106.0951
21.4295,106.0955
21.4295,106.0958
21.4295,106.0961
21.4295,106.0965
21.4295,106.0968
21.4295,106.0972
21.4295,106.0975
21.4295,106.0978
21.4295,106.0982
21.4295,106.0985
21.4295,106.0989
21.4295,106.0992
21.4295,106.0995
21.4295,106.0999
21.4295,106.1002
21.4295,106.1006
21.4295,106.1009
21.4295,106.1013
21.4295,106.1016
21.4295,106.1019
21.4295,106.1023
21.4295,106.1026
21.4295,106.1030
21.4295,106.1033
21.4295,106.1036
21.4295,106.1040
21.4295,106.1043
21.4295,106.1047
21.4295,106.1050
21.4295,106.1053
21.4295,106.1057
21.4295,106.1060
21.4295,106.1064
21.4295,106.1067
21.4295,106.1070
21.4295,106.1074
21.4295,106.1077
21.4295,106.1081
21.4295,106.1084
21.4295,106.1087
21.4295,106.1091
21.4295,106.1094
21.4295,106.1098
21.4295,106.1101
21.4295,106.1105
21.4295,106.1108
21.4295,106.1111
21.4295,106.1115
21.4295,106.1118
21.4295,106.1122
21.4295,106.1125
21.4295,106.1128
21.4295,106.1132
21.4295,106.1135
21.4295,106.1139
21.4295,106.1142
21.4295,106.1145
21.4295,106.1149
21.4295,106.1152
21.4295,106.1156
21.4295,106.1159
21.4295,106.1162
21.4295,106.1166
21.4295,106.1169
21.4295,106.1173
21.4295,106.1179
21.4295,106.1183
21.4295,106.1190
21.4295,106.1193
21.4295,106.1196
21.4295,106.1200
21.4295,106.1203
21.4295,106.1214
21.4295,106.1217
21.4295,106.1220
21.4295,106.1224
21.4295,106.1227
21.4295,106.1231
21.4295,106.1234
21.4295,106.1237
21.4295,106.1241
21.4295,106.1244
21.4295,106.1248
21.4295,106.1251
21.4295,106.1254
21.4295,106.1258
21.4295,106.1261
21.4295,106.1265
21.4295,106.1268
21.4295,106.1271
21.4295,106.1275
21.4295,106.1278
21.4295,106.1285
21.4295,106.1288
21.4295,106.1292
21.4295,106.1295
21.4295,106.1299
21.4295,106.1302
21.4295,106.1306
21.4295,106.1309
21.4295,106.1312
21.4295,106.1316
21.4295,106.1319
21.4295,106.1323
21.4295,106.1326
21.4295,106.1329
21.4295,106.1333
21.4295,106.1336
21.4295,106.1340
21.4295,106.1343
21.4295,106.1346
21.4295,106.1350
21.4295,106.1353
21.4295,106.1357
21.4295,106.1360
21.4295,106.1363
21.4295,106.1367
21.4295,106.1370
21.4295,106.1374
21.4295,106.1377
21.4295,106.1380
21.4295,106.1384
21.4295,106.1387
21.4295,106.1391
21.4295,106.1394
21.4295,106.1398
21.4295,106.1401
21.4295,106.1404
21.4295,106.1408
21.4295,106.1411
21.4295,106.1415
21.4295,106.1418
21.4295,106.1421
21.4295,106.1425
21.4295,106.1428
21.4295,106.1432
21.4295,106.1435
21.4295,106.1438
21.4295,106.1442
21.4295,106.1445
21.4295,106.1449
21.4295,106.1452
21.4295,106.1455
21.4295,106.1459
21.4295,106.1462
21.4295,106.1466
21.4295,106.1469
21.4295,106.1472
21.4295,106.1476
21.4295,106.1479
21.4295,106.1483
21.4295,106.1486
21.4295,106.1489
21.4295,106.1493
21.4295,106.1496
21.4295,106.1500
21.4295,106.1503
21.4295,106.1507
21.4295,106.1513
21.4295,106.1517
21.4295,106.1520
21.4295,106.1524
21.4295,106.1527
21.4295,106.1530
21.4295,106.1534
21.4295,106.1537
21.4295,106.1541
21.4295,106.1544
21.4295,106.1547
21.4295,106.1551
21.4295,106.1554
21.4295,106.1558
21.4295,106.1561
21.4295,106.1564
21.4295,106.1568
21.4295,106.1571
21.4295,106.1581
21.4295,106.1595
21.4295,106.1599
21.4295,106.1602
21.4295,106.1605
21.4295,106.1626
21.4295,106.1629
21.4295,106.1639
21.4295,106.1646
21.4295,106.1650
21.4295,106.1653
21.4295,106.1656
21.4295,106.1660
21.4295,106.1667
21.4295,106.1670
21.4295,106.1673
21.4295,106.1677
21.4295,106.1680
21.4295,106.1684
21.4295,106.1687
21.4295,106.1691
21.4295,106.1694
21.4295,106.1697
21.4295,106.1701
21.4295,106.1704
21.4295,106.1708
21.4295,106.1711
21.4295,106.1714
21.4295,106.1718
21.4295,106.1721
21.4295,106.1725
21.4295,106.1728
21.4295,106.1731
21.4295,106.1735
21.4295,106.1738
21.4295,106.1742
21.4295,106.1745
21.4295,106.1748
21.4295,106.1769
21.4295,106.1772
21.4295,106.1776
21.4295,106.1786
21.4295,106.1789
21.4295,106.1793
21.4295,106.1796
21.4295,106.1800
21.4295,106.1803
21.4295,106.1806
21.4295,106.1813
21.4295,106.1817
21.4295,106.1820
21.4295,106.1823
21.4295,106.1837
21.4295,106.1840
21.4295,106.1844
21.4295,106.1847
21.4295,106.1851
21.4295,106.1854
21.4295,106.1857
21.4295,106.1861
21.4295,106.1864
21.4295,106.1868
21.4295,106.1871
21.4295,106.1874
21.4295,106.1878
21.4295,106.1881
21.4295,106.1885
21.4295,106.1888
21.4295,106.1892
21.4295,106.1898
21.4295,106.1902
21.4295,106.1905
21.4295,106.1909
21.4295,106.1912
21.4295,106.1915
21.4295,106.1919
21.4295,106.1922
21.4295,106.1926
21.4295,106.1932
21.4295,106.1936
21.4295,106.1943
21.4295,106.1946
21.4295,106.1949
21.4295,106.1953
21.4295,106.1956
21.4295,106.1960
21.4295,106.1997
21.4295,106.2001
21.4295,106.2004
21.4295,106.2007
21.4295,106.2011
21.4295,106.2014
21.4295,106.2018
21.4295,106.2021
21.4295,106.2024
21.4295,106.2028
21.4295,106.2031
21.4295,106.2035
21.4295,106.2038
21.4295,106.2041
21.4295,106.2045
21.4295,106.2048
21.4295,106.2052
21.4295,106.2055
21.4295,106.2232
21.4295,106.2256
21.4295,106.2263
21.4295,106.2266
21.4295,106.2270
21.4295,106.2273
21.4295,106.2276
21.4295,106.2280
21.4295,106.2283
21.4295,106.2287
21.4295,106.2290
21.4295,106.2294
21.4295,106.2297
21.4295,106.2300
21.4295,106.2304
21.4295,106.2307
21.4295,106.2311
21.4295,106.2314
21.4295,106.2317
21.4295,106.2321
21.4295,106.2324
21.4295,106.2328
21.4295,106.2331
21.4295,106.2334
21.4295,106.2338
21.4295,106.2341
21.4295,106.2345
21.4295,106.2348
21.4295,106.2351
21.4295,106.2355
21.4295,106.2358
21.4295,106.2362
21.4295,106.2365
21.4295,106.2368
21.4295,106.2372
21.4295,106.2375
21.4295,106.2379
21.4295,106.2382
21.4295,106.2386
21.4295,106.2389
21.4295,106.2392
21.4295,106.2396
21.4295,106.2399
21.4295,106.2403
21.4295,106.2406
21.4295,106.2409
21.4295,106.2413
21.4295,106.2416
21.4295,106.2420
21.4295,106.2423
21.4295,106.2426
21.4295,106.2430
21.4295,106.2433
21.4295,106.2437
21.4295,106.2440
21.4295,106.2443
21.4295,106.2447
21.4295,106.2450
21.4295,106.2454
21.4295,106.2457
21.4295,106.2460
21.4295,106.2464
21.4295,106.2467
21.4295,106.2471
21.4295,106.2474
21.4295,106.2478
21.4295,106.2481
21.4295,106.2484
21.4295,106.2488
21.4291,105.3776
21.4291,105.3793
21.4291,105.3797
21.4291,105.3810
21.4291,105.3817
21.4291,105.3820
21.4291,105.3827
21.4291,105.3831
21.4291,105.3834
21.4291,105.3838
21.4291,105.3841
21.4291,105.3848
21.4291,105.3851
21.4291,105.3855
21.4291,105.3858
21.4291,105.3861
21.4291,105.3865
21.4291,105.3868
21.4291,105.3872
21.4291,105.3875
21.4291,105.3892
21.4291,105.3895
21.4291,105.3899
21.4291,105.3916
21.4291,105.3923
21.4291,105.3926
21.4291,105.3970
21.4291,105.3977
21.4291,105.3981
21.4291,105.4018
21.4291,105.4021
21.4291,105.4025
21.4291,105.4028
21.4291,105.4032
21.4291,105.4035
21.4291,105.4039
21.4291,105.4045
21.4291,105.4049
21.4291,105.4056
21.4291,105.4059
21.4291,105.4062
21.4291,105.4066
21.4291,105.4069
21.4291,105.4073
21.4291,105.4076
21.4291,105.4079
21.4291,105.4083
21.4291,105.4086
21.4291,105.4090
21.4291,105.4093
21.4291,105.4096
21.4291,105.4100
21.4291,105.4103
21.4291,105.4107
21.4291,105.4110
21.4291,105.4113
21.4291,105.4117
21.4291,105.4124
21.4291,105.4127
21.4291,105.4131
21.4291,105.4137
21.4291,105.4144
21.4291,105.4148
21.4291,105.4151
21.4291,105.4154
21.4291,105.4158
21.4291,105.4161
21.4291,105.4165
21.4291,105.4168
21.4291,105.4171
21.4291,105.4175
21.4291,105.4178
21.4291,105.4182
21.4291,105.4185
21.4291,105.4192
21.4291,105.4195
21.4291,105.4199
21.4291,105.4202
21.4291,105.4205
21.4291,105.4209
21.4291,105.4212
21.4291,105.4216
21.4291,105.4219
21.4291,105.4222
21.4291,105.4226
21.4291,105.4229
21.4291,105.4233
21.4291,105.4236
21.4291,105.4240
21.4291,105.4243
21.4291,105.4246
21.4291,105.4253
21.4291,105.4260
21.4291,105.4263
21.4291,105.4267
21.4291,105.4270
21.4291,105.4274
21.4291,105.4277
21.4291,105.4280
21.4291,105.4284
21.4291,105.4287
21.4291,105.4291
21.4291,105.4294
21.4291,105.4297
21.4291,105.4304
21.4291,105.4308
21.4291,105.4314
21.4291,105.4321
21.4291,105.4325
21.4291,105.4328
21.4291,105.4332
21.4291,105.4335
21.4291,105.4338
21.4291,105.4342
21.4291,105.4345
21.4291,105.4349
21.4291,105.4352
21.4291,105.4355
21.4291,105.4359
21.4291,105.4362
21.4291,105.4366
21.4291,105.4369
21.4291,105.4372
21.4291,105.4376
21.4291,105.4379
21.4291,105.4383
21.4291,105.4386
21.4291,105.4393
21.4291,105.4396
21.4291,105.4400
21.4291,105.4403
21.4291,105.4488
21.4291,105.4495
21.4291,105.4498
21.4291,105.4502
21.4291,105.4505
21.4291,105.4509
21.4291,105.4512
21.4291,105.4515
21.4291,105.4519
21.4291,105.4522
21.4291,105.4526
21.4291,105.4529
21.4291,105.4533
21.4291,105.4536
21.4291,105.4539
21.4291,105.4543
21.4291,105.4546
21.4291,105.4550
21.4291,105.4553
21.4291,105.4556
21.4291,105.4560
21.4291,105.4563
21.4291,105.4567
21.4291,105.4570
21.4291,105.4573
21.4291,105.4580
21.4291,105.4584
21.4291,105.4587
21.4291,105.4590
21.4291,105.4594
21.4291,105.4597
21.4291,105.4601
21.4291,105.4604
21.4291,105.4607
21.4291,105.4611
21.4291,105.4614
21.4291,105.4618
21.4291,105.4621
21.4291,105.4625
21.4291,105.4628
21.4291,105.4631
21.4291,105.4635
21.4291,105.4638
21.4291,105.4642
21.4291,105.4645
21.4291,105.4648
21.4291,105.4652
21.4291,105.4655
21.4291,105.4659
21.4291,105.4662
21.4291,105.4665
21.4291,105.4669
21.4291,105.4672
21.4291,105.4676
21.4291,105.4679
21.4291,105.4682
21.4291,105.4686
21.4291,105.4689
21.4291,105.4693
21.4291,105.4696
21.4291,105.4706
21.4291,105.4710
21.4291,105.4713
21.4291,105.4716
21.4291,105.4720
21.4291,105.4723
21.4291,105.4727
21.4291,105.4730
21.4291,105.4734
21.4291,105.4737
21.4291,105.4747
21.4291,105.4751
21.4291,105.4754
21.4291,105.4761
21.4291,105.4764
21.4291,105.4768
21.4291,105.4771
21.4291,105.4774
21.4291,105.4778
21.4291,105.4781
21.4291,105.4785
21.4291,105.4788
21.4291,105.4798
21.4291,105.4822
21.4291,105.4826
21.4291,105.4829
21.4291,105.4836
21.4291,105.4839
21.4291,105.4843
21.4291,105.4860
21.4291,105.4863
21.4291,105.4866
21.4291,105.4870
21.4291,105.4873
21.4291,105.4877
21.4291,105.4883
21.4291,105.4887
21.4291,105.4890
21.4291,105.4894
21.4291,105.4897
21.4291,105.4900
21.4291,105.4904
21.4291,105.4907
21.4291,105.4924
21.4291,105.4928
21.4291,105.4931
21.4291,105.4941
21.4291,105.4955
21.4291,105.4958
21.4291,105.4962
21.4291,105.4965
21.4291,105.4969
21.4291,105.4972
21.4291,105.4975
21.4291,105.4979
21.4291,105.4982
21.4291,105.4986
21.4291,105.5044
21.4291,105.5057
21.4291,105.5064
21.4291,105.5067
21.4291,105.5071
21.4291,105.5074
21.4291,105.5081
21.4291,105.5084
21.4291,105.5088
21.4291,105.5091
21.4291,105.5095
21.4291,105.5098
21.4291,105.5101
21.4291,105.5105
21.4291,105.5108
21.4291,105.5112
21.4291,105.5115
21.4291,105.5119
21.4291,105.5122
21.4291,105.5125
21.4291,105.5129
21.4291,105.5132
21.4291,105.5136
21.4291,105.5146
21.4291,105.5149
21.4291,105.5153
21.4291,105.5156
21.4291,105.5159
21.4291,105.5163
21.4291,105.5166
21.4291,105.5170
21.4291,105.5173
21.4291,105.5187
21.4291,105.5190
21.4291,105.5197
21.4291,105.5200
21.4291,105.5204
21.4291,105.5207
21.4291,105.5211
21.4291,105.5214
21.4291,105.5217
21.4291,105.5224
21.4291,105.5228
21.4291,105.5231
21.4291,105.5234
21.4291,105.5238
21.4291,105.5241
21.4291,105.5245
21.4291,105.5248
21.4291,105.5251
21.4291,105.5255
21.4291,105.5258
21.4291,105.5262
21.4291,105.5265
21.4291,105.5268
21.4291,105.5275
21.4291,105.5279
21.4291,105.5316
21.4291,105.5320
21.4291,105.5323
21.4291,105.5326
21.4291,105.5330
21.4291,105.5333
21.4291,105.5337
21.4291,105.5340
21.4291,105.5343
21.4291,105.5371
21.4291,105.5374
21.4291,105.5381
21.4291,105.5384
21.4291,105.5388
21.4291,105.5394
21.4291,105.5398
21.4291,105.5401
21.4291,105.5405
21.4291,105.5408
21.4291,105.5412
21.4291,105.5415
21.4291,105.5418
21.4291,105.5422
21.4291,105.5425
21.4291,105.5429
21.4291,105.5432
21.4291,105.5435
21.4291,105.5439
21.4291,105.5442
21.4291,105.5446
21.4291,105.5449
21.4291,105.5452
21.4291,105.5456
21.4291,105.5459
21.4291,105.5463
21.4291,105.5466
21.4291,105.5469
21.4291,105.5473
21.4291,105.5476
21.4291,105.5480
21.4291,105.5483
21.4291,105.5486
21.4291,105.5490
21.4291,105.5493
21.4291,105.5497
21.4291,105.5500
21.4291,105.5503
21.4291,105.5507
21.4291,105.5510
21.4291,105.5514
21.4291,105.5517
21.4291,105.5521
21.4291,105.5524
21.4291,105.5527
21.4291,105.5531
21.4291,105.5534
21.4291,105.5538
21.4291,105.5541
21.4291,105.5544
21.4291,105.5548
21.4291,105.5551
21.4291,105.5555
21.4291,105.5558
21.4291,105.5561
21.4291,105.5565
21.4291,105.5568
21.4291,105.5572
21.4291,105.5578
21.4291,105.5582
21.4291,105.5585
21.4291,105.5589
21.4291,105.5592
21.4291,105.5595
21.4291,105.5602
21.4291,105.5606
21.4291,105.5609
21.4291,105.5619
21.4291,105.5623
21.4291,105.5626
21.4291,105.5630
21.4291,105.5633
21.4291,105.5636
21.4291,105.5640
21.4291,105.5643
21.4291,105.5647
21.4291,105.5650
21.4291,105.5653
21.4291,105.5657
21.4291,105.5660
21.4291,105.5664
21.4291,105.5667
21.4291,105.5670
21.4291,105.5674
21.4291,105.5677
21.4291,105.5681
21.4291,105.5684
21.4291,105.5687
21.4291,105.5691
21.4291,105.5701
21.4291,105.5705
21.4291,105.5708
21.4291,105.5711
21.4291,105.5715
21.4291,105.5718
21.4291,105.5722
21.4291,105.5725
21.4291,105.5728
21.4291,105.5732
21.4291,105.5735
21.4291,105.5742
21.4291,105.5745
21.4291,105.5752
21.4291,105.5756
21.4291,105.5759
21.4291,105.5762
21.4291,105.5766
21.4291,105.5769
21.4291,105.5773
21.4291,105.5776
21.4291,105.5779
21.4291,105.5783
21.4291,105.5793
21.4291,105.5803
21.4291,105.5814
21.4291,105.5827
21.4291,105.5831
21.4291,105.5834
21.4291,105.5837
21.4291,105.5841
21.4291,105.5844
21.4291,105.5848
21.4291,105.5851
21.4291,105.5878
21.4291,105.5882
21.4291,105.5885
21.4291,105.5888
21.4291,105.5892
21.4291,105.5895
21.4291,105.5899
21.4291,105.5902
21.4291,105.5906
21.4291,105.5909
21.4291,105.5912
21.4291,105.5916
21.4291,105.5919
21.4291,105.5923
21.4291,105.5926
21.4291,105.5929
21.4291,105.5933
21.4291,105.5936
21.4291,105.5940
21.4291,105.5943
21.4291,105.5950
21.4291,105.5953
21.4291,105.5957
21.4291,105.5960
21.4291,105.5963
21.4291,105.5967
21.4291,105.5970
21.4291,105.5974
21.4291,105.5977
21.4291,105.5980
21.4291,105.5984
21.4291,105.5994
21.4291,105.6008
21.4291,105.6011
21.4291,105.6015
21.4291,105.6018
21.4291,105.6062
21.4291,105.6066
21.4291,105.7371
21.4291,105.7374
21.4291,105.7749
21.4291,105.7752
21.4291,105.7755
21.4291,105.7779
21.4291,105.7796
21.4291,105.7817
21.4291,105.7820
21.4291,105.7834
21.4291,105.7837
21.4291,105.7865
21.4291,105.7871
21.4291,105.7882
21.4291,105.7892
21.4291,105.7909
21.4291,105.7916
21.4291,105.7919
21.4291,105.7926
21.4291,105.7929
21.4291,105.7980
21.4291,105.7997
21.4291,105.8001
21.4291,105.8004
21.4291,105.8011
21.4291,105.8014
21.4291,105.8018
21.4291,105.8021
21.4291,105.8025
21.4291,105.8028
21.4291,105.8031
21.4291,105.8035
21.4291,105.8038
21.4291,105.8042
21.4291,105.8045
21.4291,105.8048
21.4291,105.8055
21.4291,105.8059
21.4291,105.8062
21.4291,105.8066
21.4291,105.8069
21.4291,105.8072
21.4291,105.8076
21.4291,105.8079
21.4291,105.8083
21.4291,105.8086
21.4291,105.8089
21.4291,105.8106
21.4291,105.8120
21.4291,105.8123
21.4291,105.8130
21.4291,105.8134
21.4291,105.8140
21.4291,105.8144
21.4291,105.8147
21.4291,105.8151
21.4291,105.8164
21.4291,105.8219
21.4291,105.8239
21.4291,105.8243
21.4291,105.8280
21.4291,105.8284
21.4291,105.8287
21.4291,105.8290
21.4291,105.8294
21.4291,105.8297
21.4291,105.8301
21.4291,105.8304
21.4291,105.8307
21.4291,105.8311
21.4291,105.8314
21.4291,105.8318
